구분,과목코드,분반,과목명,시수,부문,강의실
기초교양,12320001,1,대학미분적분학,3-3-0-0,수학과학디지털문해,"월A1,목A1(60주년기념관 504)"
기초교양,12320001,2,대학미분적분학,3-3-0-0,수학과학디지털문해,"월A2,목A2(60주년기념관 504)"
기초교양,12320001,3,대학미분적분학,3-3-0-0,수학과학디지털문해,"월A4,목A4(60주년기념관 504)"
기초교양,12320001,4,대학미분적분학,3-3-0-0,수학과학디지털문해,"월A3,목A3(60주년기념관 504)"
기초교양,12320003,1,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"월3,4(미래관 301),목3,4(60주년기념관 402)"
기초교양,12320003,2,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"월3,4(공2호관 208),수7,8(미래관 301)"
기초교양,12320003,3,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"수7,8(자2호관 423),금3,4(미래관 303)"
기초교양,12320003,4,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"월1,2(60주년기념관 312),목1,2(미래관 303)"
기초교양,12320003,5,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"월1,2(미래관 301),목1,2(60주년기념관 402)"
기초교양,12320003,6,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"수7,8(자2호관 424),금1,2(미래관 301)"
기초교양,12320003,7,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화1,2(공3호관 213),수1,2(미래관 303)"
기초교양,12320003,8,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화8,9(공3호관 213),금3,4(미래관 301)"
기초교양,12320003,9,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화6,7(공3호관 213),수7,8(미래관 303)"
기초교양,12320003,10,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화3,4(공3호관 213),수3,4(미래관 303)"
기초교양,12320003,11,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화1,2(미래관 303),수6,7(공3호관 213)"
기초교양,12320003,12,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"월3,4(60주년기념관 312),목3,4(미래관 303)"
기초교양,12320003,13,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화3,4(공3호관 214),수1,2(미래관 307)"
기초교양,12320003,14,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화3,4(미래관 303),수1,2(공2호관 208)"
기초교양,12320003,15,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"월1,2(공2호관 208),수5,6(미래관 303)"
기초교양,12320003,16,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화1,2(미래관 307),수1,2(공3호관 213)"
기초교양,12320003,17,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"월7,8(60주년기념관 503),화7,8(미래관 303)"
기초교양,12320003,18,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화1,2(공2호관 208),목1,2(미래관 307)"
기초교양,12320003,19,미분적분학및컴퓨터실습1,3-2-2-0,수학과학디지털문해,"화3,4(공2호관 208),목3,4(미래관 307)"
기초교양,12320005,1,기초통계학,3-3-0-0,수학과학디지털문해,"월A2,목A2(경영2호관 406)"
기초교양,12320005,2,기초통계학,3-3-0-0,수학과학디지털문해,"월A3,목A3(60주년기념관 401)"
기초교양,12320005,3,기초통계학,3-3-0-0,수학과학디지털문해,"월A2,목A2(60주년기념관 401)"
기초교양,12320005,4,기초통계학,3-3-0-0,수학과학디지털문해,"월A4,목A4(60주년기념관 501)"
기초교양,12320005,5,기초통계학,3-3-0-0,수학과학디지털문해,"월A4,목A4(경영2호관 406)"
기초교양,12320005,6,기초통계학,3-3-0-0,수학과학디지털문해,"월A5,목A5(60주년기념관 401)"
기초교양,12320005,7,기초통계학,3-3-0-0,수학과학디지털문해,"월A6,목A6(60주년기념관 401)"
기초교양,12320006,1,기초통계학및SW실습,3-2-2-0,수학과학디지털문해,"화5,6(60주년기념관 313),수5,6(미래관 307)"
기초교양,12320006,2,기초통계학및SW실습,3-2-2-0,수학과학디지털문해,"화7,8(60주년기념관 313),수7,8(미래관 307)"
기초교양,12320006,3,기초통계학및SW실습,3-2-2-0,수학과학디지털문해,"화3,4,수3,4(경영2호관 303)"
기초교양,12320006,4,기초통계학및SW실습,3-2-2-0,수학과학디지털문해,"화6,7,수6,7(경영2호관 303)"
기초교양,12320007,1,일반물리학,3-3-0-0,수학과학디지털문해,"월A1,목A1(60주년기념관 201)"
기초교양,12320007,2,일반물리학,3-3-0-0,수학과학디지털문해,"화3,4,수3(60주년기념관 201)"
기초교양,12320007,3,일반물리학,3-3-0-0,수학과학디지털문해,"화6,7,수4(60주년기념관 201)"
기초교양,12320007,4,일반물리학,3-3-0-0,수학과학디지털문해,"월A3,목A3(60주년기념관 201)"
기초교양,12320007,5,일반물리학,3-3-0-0,수학과학디지털문해,"월A4,목A4(60주년기념관 201)"
기초교양,12320008,1,일반물리학및실험1,3-2-2-0,수학과학디지털문해,"월,8,9(자2호관 423),목8,9(자4호관 401)"
기초교양,12320008,2,일반물리학및실험1,3-2-2-0,수학과학디지털문해,"화6,7(자2호관 423),수6,7(자4호관 106)"
기초교양,12320008,3,일반물리학및실험1,3-2-2-0,수학과학디지털문해,"화3,4(자2호관 423),수3,4(자4호관 106)"
기초교양,12320008,4,일반물리학및실험1,3-2-2-0,수학과학디지털문해,"월3,4(자1호관 104),목3,4(자4호관 106)"
기초교양,12320008,5,일반물리학및실험1,3-2-2-0,수학과학디지털문해,"월3,4(자2호관 423),목3,4(자4호관 401)"
기초교양,12320008,6,일반물리학및실험1,3-2-2-0,수학과학디지털문해,"월8,9(자1호관 104),목8,9(자4호관 106)"
기초교양,12320010,1,일반생물학,3-3-0-0,수학과학디지털문해,"월A1,목A1(자2호관 118)"
기초교양,12320010,2,일반생물학,3-3-0-0,수학과학디지털문해,"월A4,목A4(자2호관 118)"
기초교양,12320010,3,일반생물학,3-3-0-0,수학과학디지털문해,"월A5,목A5(자2호관 118)"
기초교양,12320010,4,일반생물학,3-3-0-0,수학과학디지털문해,"월A2,목A2(동물생명2호관 318)"
기초교양,12320010,5,일반생물학,3-3-0-0,수학과학디지털문해,"월A5,목A5(동물생명1호관 107)"
기초교양,12320010,6,일반생물학,3-3-0-0,수학과학디지털문해,"월A5,목A5(동물생명1호관 114)"
기초교양,12320011,1,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"수,3,4(자2호관 115),수1,2(자2호관 118)"
기초교양,12320011,2,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"수,7,8(자2호관 115),수5,6(자2호관 118)"
기초교양,12320011,3,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"수5,6(자2호관 115),수,7,8(자2호관 118)"
기초교양,12320011,4,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"화6,7(의생명B호관 128),화,8,9(의생명B호관 325)"
기초교양,12320011,5,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"화1,2(의생명B호관 501),목1,2(의생명B호관 325)"
기초교양,12320011,6,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"화6,7(의생명A호관 206),수5,6(의생명B호관 212)"
기초교양,12320011,7,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"화1,2(의생명A호관 220),수1,2(의생명B호관 325)"
기초교양,12320011,8,일반생물학및실험1,3-2-2-0,수학과학디지털문해,"월6,7,화6,7(의생명B호관 325)"
기초교양,12320013,1,일반지구과학,3-3-0-0,수학과학디지털문해,"월A2,목A2(교육1호관 204)"
기초교양,12320014,1,일반지구과학및실험1,3-2-2-0,수학과학디지털문해,"화5,6(자3호관 109),수3,4(자2호관 426)"
기초교양,12320014,2,일반지구과학및실험1,3-2-2-0,수학과학디지털문해,"화5,6(자3호관 402),수3,4(자3호관 302)"
기초교양,12320016,1,일반화학,3-3-0-0,수학과학디지털문해,"월A4,목A4(자5호관 305)"
기초교양,12320016,2,일반화학,3-3-0-0,수학과학디지털문해,"월A5,목A5(자5호관 305)"
기초교양,12320016,3,일반화학,3-3-0-0,수학과학디지털문해,"월A5,목A5(공5호관 311)"
기초교양,12320016,4,일반화학,3-3-0-0,수학과학디지털문해,"월A2,목A2(자5호관 305)"
기초교양,12320017,1,일반화학및실험1,3-2-2-0,수학과학디지털문해,"월5,6(60주년기념관 402),목5,6(자4호관 207)"
기초교양,12320017,2,일반화학및실험1,3-2-2-0,수학과학디지털문해,"월5,6(자2호관 423),목5,6(자2호관 213)"
기초교양,12320017,3,일반화학및실험1,3-2-2-0,수학과학디지털문해,"월1,2(60주년기념관 402),화1,2(자5호관 103)"
기초교양,12320017,4,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화3,4(자2호관 424),수3,4(자2호관 213)"
기초교양,12320017,5,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화3,4(자2호관 213),수3,4(자2호관 424)"
기초교양,12320017,6,일반화학및실험1,3-2-2-0,수학과학디지털문해,"월3,4(60주년기념관 402),화3,4(자4호관 207)"
기초교양,12320017,7,일반화학및실험1,3-2-2-0,수학과학디지털문해,"월5,6(60주년기념관 503),금3,4(자5호관 103)"
기초교양,12320017,8,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화1,2(자5호관 305),수5,6(자5호관 103)"
기초교양,12320017,9,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화3,4(자5호관 305),수1,2(자5호관 103)"
기초교양,12320017,10,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화1,2(자2호관 118),수1,2(자4호관 207)"
기초교양,12320017,11,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화7,8(자2호관 424),목1,2(자2호관 213)"
기초교양,12320017,12,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화3,4(자2호관 118),수3,4(자4호관 207)"
기초교양,12320017,13,일반화학및실험1,3-2-2-0,수학과학디지털문해,"수5,6(자2호관 424),금3,4(자4호관 207)"
기초교양,12320017,14,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화1,2(자2호관 424),금1,2(자4호관 207)"
기초교양,12320017,15,일반화학및실험1,3-2-2-0,수학과학디지털문해,"화1,2(자4호관 207),금1,2(자2호관 424)"
기초교양,12330002,1,신입생을위한대학물리학,3-3-0-0,수학과학디지털문해,"금,10"
기초교양,12330003,1,신입생을위한기초수학1,1-1-0-0,수학과학디지털문해,"월,11"
기초교양,12330004,1,신입생을위한기초수학2,1-1-0-0,수학과학디지털문해,월12
기초교양,12330005,1,신입생을위한기초물리학,1-1-0-0,수학과학디지털문해,화10
기초교양,12330006,1,신입생을위한기초화학1,1-1-0-0,수학과학디지털문해,수11
기초교양,12330007,1,신입생을위한기초화학2,1-1-0-0,수학과학디지털문해,수12
기초교양,12330008,1,행렬과벡터의기초,2-2-0-0,수학과학디지털문해,"수7,8(60주년기념관 301)"
균형교양,13100001,1,"AI,윤리를묻다",2-2-0-0,인문학,화1
균형교양,13100001,98,"AI,윤리를묻다",2-2-0-0,인문학,화1
균형교양,13100003,1,K컬쳐와한국고전,3-3-0-0,인문학,"수4,5,6(인3호관 406)"
균형교양,13100004,1,동서문화교류사,3-3-0-0,인문학,"수,11"
균형교양,13100004,2,동서문화교류사,3-3-0-0,인문학,"화1,2,3(인1호관 104)"
균형교양,13100005,1,생활중국어,3-3-0-0,인문학,"월A5,목A5(인1호관 307)"
균형교양,13100006,1,언어의신비,3-3-0-0,인문학,"월A5,목A5(인1호관 407)"
균형교양,13100007,1,영토분쟁의과거와현재,3-3-0-0,인문학,"월A6,목A6(인1호관 408)"
균형교양,13100008,1,외국인을위한생활한국어,3-3-0-0,인문학,"월A6,목A6(인1호관 307)"
균형교양,13100009,1,한국근현대사의이해,3-3-0-0,인문학,"월A1,목A1(인1호관 105)"
균형교양,13100010,1,한국의역사와문화,3-3-0-0,인문학,"월A2,목A2(인1호관 105)"
균형교양,13100010,2,한국의역사와문화,3-3-0-0,인문학,"화1,2,3(인1호관 105)"
균형교양,13100010,3,한국의역사와문화,3-3-0-0,인문학,"수1,2,3(인1호관 408)"
균형교양,13100016,1,외국인을위한한국어입문,3-3-0-0,인문학,"화1,2,3(율곡관(기숙사)식당동 101)"
균형교양,13100016,2,외국인을위한한국어입문,3-3-0-0,인문학,"화4,5,6(율곡관(기숙사)식당동 101)"
균형교양,13100016,3,외국인을위한한국어입문,3-3-0-0,인문학,"화7,8,9(율곡관(기숙사)식당동 101)"
균형교양,13100016,4,외국인을위한한국어입문,3-3-0-0,인문학,"금1,2,3(율곡관(기숙사)식당동 102)"
균형교양,13100016,5,외국인을위한한국어입문,3-3-0-0,인문학,"금4,5,6(율곡관(기숙사)식당동 102)"
균형교양,13100017,1,한국어의이해1,3-3-0-0,인문학,"화1,2,3(율곡관(기숙사)식당동 002)"
균형교양,13100017,2,한국어의이해1,3-3-0-0,인문학,"화4,5,6(율곡관(기숙사)식당동 002)"
균형교양,13100017,3,한국어의이해1,3-3-0-0,인문학,"화7,8,9(율곡관(기숙사)식당동 002)"
균형교양,13100017,4,한국어의이해1,3-3-0-0,인문학,"금1,2,3(율곡관(기숙사)식당동 101)"
균형교양,13100017,5,한국어의이해1,3-3-0-0,인문학,"금4,5,6(율곡관(기숙사)식당동 101)"
균형교양,13100021,1,외국인을위한한국사,3-3-0-0,인문학,"월A6,목A6(교육1호관 309)"
균형교양,13100022,1,취업준비한국사,3-3-0-0,인문학,"수6,7,8(교육1호관 307)"
균형교양,13100023,1,생활독일어,3-3-0-0,인문학,"화2,3,수2(인3호관 406)"
균형교양,13100023,2,생활독일어,3-3-0-0,인문학,"화7,8,9(인1호관 104)"
균형교양,13100024,1,독일어권도시와문화예술콘서트,3-3-0-0,인문학,"월A3,A4(인1호관 104)"
균형교양,13100025,1,세계단편문학읽기,3-3-0-0,인문학,"월A5,목A5(인3호관 406)"
균형교양,13100026,1,지혜와덕성의철학,3-3-0-0,인문학,"수6,7,8(인1호관 407)"
균형교양,13100027,1,청춘고민상담개론,3-3-0-0,인문학,"수6,7,8(인1호관 408)"
균형교양,13100028,1,종교와문화,3-3-0-0,인문학,"화6,7,8(인2호관 208)"
균형교양,13100029,1,사랑과죽음,3-3-0-0,인문학,"화2,3,4(인2호관 108)"
균형교양,13100029,2,사랑과죽음,3-3-0-0,인문학,"수6,7,8(인2호관 208)"
균형교양,13100029,3,사랑과죽음,3-3-0-0,인문학,"화2,3,4(인1호관 408)"
균형교양,13100030,1,창의-비판적사고,3-3-0-0,인문학,"수2,3,4(인1호관 103)"
균형교양,13100031,1,행복과인문학,3-3-0-0,인문학,화10
균형교양,13100032,1,인문학과치유,3-3-0-0,인문학,"월A5,목A5(인1호관 102)"
균형교양,13100033,1,생활프랑스어,3-3-0-0,인문학,"월A5,목A5(인1호관 104)"
균형교양,13100034,1,문학과영화,3-3-0-0,인문학,월11
균형교양,13100035,1,유럽축제와문화콘텐츠,3-3-0-0,인문학,월10
균형교양,13100035,98,유럽축제와문화콘텐츠,3-3-0-0,인문학,월10
균형교양,13100036,1,스크린영어로배우는대화법과인성,3-3-0-0,인문학,"월A4,목A4(인1호관 408)"
균형교양,13100037,1,다매체시대의언어생활,3-3-0-0,인문학,"화7,8,9(인1호관 408)"
균형교양,13100038,1,한자와생활언어,3-3-0-0,인문학,"수2,3,4(인1호관 104)"
균형교양,13100039,1,드라마새롭게읽기,3-3-0-0,인문학,"금1,2,3(60주년기념관 301)"
균형교양,13100040,1,한류와한국어교육,3-3-0-0,인문학,"월A6,목A6(인1호관 102)"
균형교양,13100041,1,인간과이야기,3-3-0-0,인문학,"월A5,목A5(인1호관 103)"
균형교양,13100042,1,영화속의중국명작과문화콘텐츠,3-3-0-0,인문학,월10
균형교양,13100042,2,영화속의중국명작과문화콘텐츠,3-3-0-0,인문학,"금2,3,4(인2호관 108)"
균형교양,13100043,1,여행중국어(입문),3-3-0-0,인문학,"월A2,목A2(인1호관 104)"
균형교양,13100044,1,대학일본어,3-3-0-0,인문학,"월A2,목A2(인1호관 307)"
균형교양,13100044,2,대학일본어,3-3-0-0,인문학,"월A1,목A1(인1호관 307)"
균형교양,13100045,1,생활일본어,3-3-0-0,인문학,"월A2,목A2(인3호관 406)"
균형교양,13100045,2,생활일본어,3-3-0-0,인문학,"월A2,목A2(인1호관 408)"
균형교양,13100046,1,일본어회화,3-3-0-0,인문학,"화5,수5,6(인1호관 103)"
균형교양,13100047,1,세계명작속의사랑,3-3-0-0,인문학,"월A1,목A1(인1호관 103)"
균형교양,13100048,1,일본문화와상식,3-3-0-0,인문학,"화7,8,9(인1호관 307)"
균형교양,13100049,1,글로벌리터러시와미래도전,3-3-0-0,인문학,"목5,6,7(60주년기념관 402)"
균형교양,13100050,1,미래인재로성장하는학습노하우,3-3-0-0,인문학,"화6,7,8(60주년기념관 501)"
균형교양,13100051,1,한자와문해력,3-3-0-0,인문학,"월A5,목A5(교육1호관 307)"
균형교양,13100057,1,문화콘텐츠와영상문화,3-3-0-0,인문학,"화2,3,4(영상바이오관 200)"
균형교양,13100057,2,문화콘텐츠와영상문화,3-3-0-0,인문학,"금2,3,4(인2호관 208)"
균형교양,13100058,1,한일교류의고고학이야기,3-3-0-0,인문학,"수4,5,6(60주년기념관 101)"
균형교양,13100059,1,전염병과인류의역사,3-3-0-0,인문학,수10
